Customer,Quote Time,Product,Quoted Price,Market At Quote,Inventory State,Capacity State,Competitor,Outcome,Mins To Decide,Final Gallons
C010,2025-10-06 16:18:00,ULSHO,2.5158,2.5099,long,balanced,none,accept,131.2,7295.3
C021,2025-10-06 16:55:00,RBOB,2.4775,2.4583,long,balanced,competitor_undercut,accept,101.6,6691.7
C005,2025-10-07 08:58:00,ULSD,3.2333,3.1314,balanced,open,sole_supplier,reject,22.8,
C022,2025-10-07 10:48:00,RBOB,2.4737,2.4473,long,balanced,none,reject,41.6,
C024,2025-10-07 11:58:00,ULSD,3.1141,3.1208,balanced,balanced,competitor_matched,accept,101.7,6225.5
C021,2025-10-07 12:54:00,RBOB,2.5067,2.4473,long,balanced,none,reject,3.0,
C010,2025-10-07 14:53:00,ULSHO,2.5322,2.4843,long,tight,none,reject,91.0,
C024,2025-10-07 15:07:00,ULSD,3.1038,3.1208,balanced,open,competitor_undercut,accept,34.8,6340.6
C002,2025-10-07 15:37:00,ULSD,3.1038,3.1314,balanced,open,competitor_matched,no_response,226.7,
C007,2025-10-08 07:47:00,RBOB,2.4926,2.4548,balanced,open,sole_supplier,reject,3.0,
C003,2025-10-08 09:52:00,ULSD,3.1403,3.1291,balanced,tight,competitor_matched,accept,157.4,7477.4
C023,2025-10-08 11:12:00,ULSD,3.1569,3.1291,balanced,open,competitor_undercut,accept,27.7,4661.7
C004,2025-10-08 13:17:00,RBOB,2.5156,2.4548,long,open,competitor_matched,reject,81.6,
C012,2025-10-08 16:29:00,ULSD,3.1604,3.1091,long,open,competitor_matched,reject,205.9,
C011,2025-10-09 07:13:00,ULSD,3.1255,3.1478,balanced,open,competitor_matched,accept,105.5,7547.7
C023,2025-10-09 07:41:00,ULSD,3.2227,3.156,short,open,sole_supplier,reject,110.2,
C021,2025-10-09 08:07:00,RBOB,2.4525,2.4637,balanced,balanced,competitor_undercut,accept,100.2,5582.4
C001,2025-10-09 08:51:00,RBOB,2.5734,2.4637,balanced,balanced,none,reject,115.0,
C012,2025-10-09 13:30:00,ULSD,3.241,3.1373,balanced,tight,none,no_response,686.5,
C008,2025-10-09 13:46:00,ULSD,3.2057,3.1478,long,tight,competitor_undercut,reject,198.1,
C007,2025-10-09 14:35:00,ULSD,3.1487,3.1478,balanced,tight,competitor_undercut,accept,148.8,7102.0
C010,2025-10-09 16:00:00,ULSD,3.176,3.1373,long,open,competitor_matched,reject,90.1,
C005,2025-10-09 16:51:00,ULSD,3.2386,3.1478,long,balanced,competitor_matched,reject,52.6,
C003,2025-10-10 07:08:00,RBOB,2.6043,2.5174,balanced,open,competitor_undercut,reject,73.4,
C011,2025-10-10 07:12:00,ULSD,3.2616,3.2081,short,balanced,competitor_matched,reject,137.5,
C008,2025-10-10 07:33:00,ULSD,3.2629,3.2081,balanced,tight,sole_supplier,accept,93.0,6593.4
C023,2025-10-10 08:28:00,RBOB,2.6012,2.5174,long,balanced,sole_supplier,reject,94.1,
C001,2025-10-10 13:52:00,ULSD,3.2688,3.1951,balanced,tight,competitor_matched,accept,147.4,6966.0
C006,2025-10-10 14:45:00,RBOB,2.5734,2.5108,long,balanced,competitor_matched,accept,155.2,8152.8
C013,2025-10-10 14:58:00,ULSHO,2.4608,2.4107,balanced,balanced,competitor_matched,reject,142.1,
C023,2025-10-10 16:17:00,ULSD,3.219,3.2187,short,open,none,accept,188.8,4087.4
C018,2025-10-11 07:12:00,RBOB,2.5177,2.4755,balanced,balanced,competitor_undercut,no_response,1620.1,
C013,2025-10-11 11:41:00,ULSD,3.1983,3.0935,balanced,balanced,competitor_undercut,reject,147.4,
C024,2025-10-11 14:21:00,ULSD,3.1065,3.0935,short,tight,sole_supplier,reject,62.0,
C010,2025-10-11 16:22:00,ULSHO,2.4197,2.3697,balanced,tight,sole_supplier,no_response,2054.0,
C018,2025-10-11 16:44:00,RBOB,2.492,2.4755,long,tight,competitor_matched,reject,221.6,
C001,2025-10-12 09:28:00,RBOB,2.5311,2.4557,balanced,open,none,accept,89.6,6858.4
C010,2025-10-12 10:01:00,ULSHO,2.4191,2.4112,balanced,open,none,reject,193.7,
C015,2025-10-12 14:07:00,ULSD,3.0477,3.0773,balanced,open,sole_supplier,accept,175.4,3041.8
C023,2025-10-13 08:18:00,RBOB,2.4922,2.5325,balanced,tight,competitor_matched,accept,95.8,5568.5
C005,2025-10-13 09:26:00,ULSD,3.0166,3.0265,balanced,open,competitor_matched,accept,173.2,9282.6
C021,2025-10-13 13:09:00,RBOB,2.4922,2.5045,balanced,open,competitor_undercut,accept,207.8,4971.4
C008,2025-10-13 14:10:00,ULSD,3.0541,3.0265,long,open,none,no_response,2665.1,
C009,2025-10-13 16:08:00,ULSHO,2.4635,2.4097,long,tight,none,reject,45.8,
C009,2025-10-13 16:48:00,ULSHO,2.4451,2.4097,balanced,tight,competitor_undercut,accept,86.7,3966.7
C006,2025-10-14 08:32:00,RBOB,2.5618,2.5339,short,balanced,competitor_matched,accept,128.3,7541.2
C004,2025-10-14 08:58:00,RBOB,2.5701,2.5339,short,balanced,none,accept,76.2,6516.7
C014,2025-10-15 08:00:00,RBOB,2.6464,2.5399,long,balanced,sole_supplier,reject,101.4,
C007,2025-10-15 08:21:00,ULSD,2.9809,2.9483,short,balanced,competitor_matched,reject,125.4,
C010,2025-10-15 12:09:00,ULSD,3.0028,2.941,balanced,tight,competitor_matched,reject,117.5,
C013,2025-10-15 13:59:00,ULSD,2.9413,2.941,balanced,open,sole_supplier,accept,113.1,6155.0
C012,2025-10-15 14:49:00,ULSHO,2.3894,2.3807,long,balanced,competitor_matched,reject,88.1,
C012,2025-10-15 14:50:00,ULSHO,2.4005,2.3807,balanced,balanced,competitor_undercut,accept,119.3,7633.7
C012,2025-10-16 07:06:00,ULSHO,2.4198,2.3651,balanced,open,none,reject,70.2,
C015,2025-10-16 08:16:00,ULSD,2.9014,2.9308,short,open,competitor_matched,accept,135.1,12142.9
C002,2025-10-16 08:19:00,ULSD,3.015,2.9168,short,tight,sole_supplier,accept,145.0,4511.9
C019,2025-10-16 12:20:00,ULSD,2.8917,2.9084,balanced,open,competitor_undercut,reject,86.6,
C023,2025-10-17 09:46:00,RBOB,2.583,2.612,balanced,open,competitor_undercut,accept,153.8,5092.7
C017,2025-10-18 08:26:00,RBOB,2.5906,2.5986,balanced,open,competitor_undercut,accept,128.5,17668.1
C004,2025-10-18 12:03:00,RBOB,2.6771,2.6185,short,tight,competitor_matched,reject,101.9,
C021,2025-10-18 14:52:00,RBOB,2.6087,2.5986,balanced,open,sole_supplier,accept,22.4,5701.4
C002,2025-10-18 15:08:00,ULSD,3.0078,2.9168,long,open,competitor_matched,reject,3.0,
C024,2025-10-18 15:27:00,ULSD,2.9352,2.9022,balanced,open,competitor_matched,accept,102.7,5827.1
C021,2025-10-18 15:51:00,RBOB,2.5896,2.5986,long,tight,competitor_matched,reject,55.9,
C022,2025-10-18 16:36:00,RBOB,2.6812,2.5986,long,open,competitor_matched,no_response,2169.6,
C023,2025-10-19 07:05:00,RBOB,2.6769,2.6024,balanced,tight,sole_supplier,reject,157.5,
C002,2025-10-19 07:32:00,ULSD,2.9958,2.9224,balanced,tight,competitor_matched,reject,37.1,
C008,2025-10-19 10:28:00,ULSD,2.9811,2.9224,long,open,none,reject,7.3,
C005,2025-10-19 11:23:00,ULSD,2.9755,2.9224,long,balanced,competitor_undercut,reject,64.6,
C003,2025-10-19 11:54:00,ULSD,3.0023,2.9408,long,open,competitor_undercut,accept,125.7,8774.7
C006,2025-10-19 13:36:00,RBOB,2.5901,2.5865,balanced,balanced,competitor_matched,accept,81.9,7362.0
C011,2025-10-19 13:37:00,ULSD,2.9579,2.9224,short,open,competitor_undercut,reject,43.7,
C008,2025-10-19 14:15:00,ULSD,3.0195,2.9224,long,tight,sole_supplier,reject,41.1,
C013,2025-10-19 15:24:00,ULSHO,2.4101,2.3354,short,open,competitor_matched,accept,173.1,4884.7
C004,2025-10-19 15:34:00,ULSD,2.9894,2.9224,balanced,open,competitor_undercut,reject,141.3,
C004,2025-10-19 15:49:00,ULSD,2.9039,2.9224,short,open,none,accept,160.1,7053.8
C007,2025-10-20 09:36:00,ULSD,2.9317,2.9587,balanced,open,sole_supplier,accept,105.9,7354.9
C023,2025-10-20 10:15:00,RBOB,2.7076,2.6726,short,balanced,none,reject,31.6,
C023,2025-10-20 10:49:00,RBOB,2.6336,2.6726,long,balanced,competitor_undercut,accept,49.4,4527.9
C013,2025-10-20 10:50:00,ULSD,3.0133,2.9526,balanced,tight,competitor_matched,reject,38.6,
C007,2025-10-20 13:41:00,RBOB,2.7537,2.6615,balanced,tight,none,reject,12.7,
C021,2025-10-20 14:28:00,RBOB,2.718,2.642,balanced,open,sole_supplier,reject,85.2,
C007,2025-10-20 14:58:00,ULSD,3.0352,2.9587,balanced,open,competitor_matched,reject,126.7,
C016,2025-10-21 08:37:00,RBOB,2.5489,2.5627,balanced,open,sole_supplier,accept,65.6,13201.3
C005,2025-10-21 10:18:00,ULSD,2.9073,2.9267,balanced,open,none,accept,78.3,8875.1
C007,2025-10-21 14:07:00,ULSD,2.9073,2.9267,long,open,competitor_matched,no_response,1376.4,
C023,2025-10-22 09:08:00,RBOB,2.6158,2.5472,short,balanced,none,reject,129.4,
C006,2025-10-22 14:33:00,RBOB,2.608,2.5338,balanced,tight,none,reject,72.7,
C023,2025-10-22 14:53:00,ULSD,3.0564,2.9542,balanced,open,sole_supplier,reject,240.3,
C011,2025-10-22 15:53:00,ULSD,3.0045,2.9517,long,balanced,competitor_undercut,reject,73.7,
C022,2025-10-23 07:37:00,RBOB,2.5298,2.4987,balanced,tight,competitor_matched,reject,160.9,
C019,2025-10-23 07:43:00,ULSD,3.1024,3.016,balanced,balanced,competitor_undercut,reject,205.9,
C007,2025-10-23 08:33:00,RBOB,2.5985,2.5241,balanced,open,none,reject,64.6,
C022,2025-10-23 08:41:00,RBOB,2.5617,2.4987,short,tight,competitor_matched,reject,70.4,
C012,2025-10-23 10:11:00,ULSD,3.0071,3.016,balanced,open,sole_supplier,no_response,2004.7,
C012,2025-10-23 11:30:00,ULSHO,2.3703,2.3834,short,open,competitor_undercut,accept,139.0,8964.5
C005,2025-10-23 12:36:00,ULSD,3.0389,3.0356,short,tight,competitor_matched,reject,48.5,
C006,2025-10-23 12:38:00,RBOB,2.494,2.5241,balanced,tight,competitor_matched,accept,105.5,6667.0
C010,2025-10-23 12:51:00,ULSD,3.073,3.016,short,open,competitor_undercut,reject,102.2,
C024,2025-10-24 08:49:00,ULSD,3.1345,3.0409,balanced,open,competitor_undercut,no_response,3172.3,
C005,2025-10-24 10:02:00,ULSD,3.0252,3.0469,balanced,open,sole_supplier,accept,148.5,6918.8
C023,2025-10-24 10:19:00,RBOB,2.5178,2.555,balanced,tight,competitor_undercut,accept,58.6,6378.4
C003,2025-10-24 12:13:00,ULSD,3.0737,3.0581,short,tight,competitor_matched,accept,159.1,7330.3
C021,2025-10-24 13:49:00,RBOB,2.6158,2.5317,long,tight,competitor_undercut,reject,119.3,
C011,2025-10-24 14:04:00,ULSD,3.0252,3.0469,short,open,competitor_undercut,no_response,1780.9,
C009,2025-10-24 15:02:00,ULSHO,2.5046,2.4235,short,tight,competitor_matched,reject,179.3,
C012,2025-10-24 16:48:00,ULSHO,2.449,2.4031,balanced,balanced,competitor_undercut,reject,90.3,
C024,2025-10-25 09:30:00,ULSD,3.0317,3.0282,balanced,open,competitor_undercut,no_response,1174.7,
C002,2025-10-25 10:06:00,ULSD,3.1074,3.0343,short,tight,competitor_matched,reject,113.6,
C023,2025-10-25 11:23:00,ULSD,3.116,3.0454,balanced,tight,competitor_matched,reject,183.3,
C022,2025-10-26 12:07:00,RBOB,2.6895,2.6069,short,balanced,sole_supplier,reject,71.0,
C009,2025-10-26 13:26:00,ULSHO,2.5478,2.4503,short,balanced,none,reject,101.7,
C006,2025-10-26 15:18:00,RBOB,2.6278,2.6268,balanced,tight,none,no_response,1728.2,
C013,2025-10-26 16:36:00,ULSD,3.1267,3.0211,balanced,open,sole_supplier,reject,81.2,
C007,2025-10-27 08:37:00,RBOB,2.6174,2.5552,balanced,balanced,none,accept,221.7,7158.8
C024,2025-10-27 13:12:00,ULSD,3.0362,2.9822,short,balanced,competitor_undercut,reject,161.1,
C005,2025-10-27 13:51:00,ULSD,2.966,2.9907,balanced,tight,competitor_undercut,accept,188.5,6812.3
C003,2025-10-27 14:34:00,RBOB,2.542,2.5616,balanced,balanced,competitor_undercut,accept,160.2,8560.8
C002,2025-10-28 08:02:00,ULSD,3.0417,3.0007,balanced,balanced,none,accept,170.5,6204.2
C010,2025-10-28 12:08:00,ULSHO,2.5111,2.4791,short,balanced,competitor_matched,reject,102.6,
C007,2025-10-28 13:36:00,RBOB,2.5832,2.5942,long,tight,competitor_undercut,accept,133.9,5898.0
C003,2025-10-28 14:56:00,RBOB,2.5807,2.6045,short,balanced,competitor_matched,no_response,1921.1,
C011,2025-10-29 11:59:00,ULSD,3.0551,3.052,balanced,tight,competitor_undercut,reject,147.0,
C017,2025-10-29 12:03:00,RBOB,2.6356,2.5727,balanced,tight,competitor_undercut,reject,118.4,
C013,2025-10-29 12:43:00,ULSD,3.0165,3.0238,balanced,tight,sole_supplier,accept,97.3,8295.1
C009,2025-10-29 15:55:00,ULSHO,2.5114,2.4939,short,tight,competitor_matched,accept,127.9,6586.2
C023,2025-10-30 07:32:00,RBOB,2.586,2.5803,balanced,balanced,none,accept,59.0,5836.0
C015,2025-10-30 08:10:00,ULSD,2.9915,3.0338,balanced,open,competitor_matched,accept,48.8,11972.9
C010,2025-10-30 11:57:00,ULSHO,2.4823,2.4985,short,balanced,sole_supplier,accept,58.3,5903.7
C024,2025-10-30 12:58:00,ULSD,2.9879,2.9982,balanced,open,none,reject,110.6,
C018,2025-10-31 08:07:00,RBOB,2.6411,2.593,balanced,open,competitor_matched,reject,3.0,
C011,2025-10-31 08:14:00,ULSD,3.0268,3.0224,long,open,competitor_undercut,reject,3.0,
C018,2025-10-31 10:59:00,RBOB,2.5751,2.593,short,balanced,sole_supplier,accept,225.5,8538.7
C008,2025-10-31 11:24:00,ULSD,3.1149,3.0224,short,tight,sole_supplier,reject,70.0,
C024,2025-11-01 08:23:00,ULSD,3.0434,3.0549,balanced,tight,sole_supplier,reject,97.3,
C018,2025-11-01 09:31:00,RBOB,2.5612,2.5689,balanced,open,competitor_matched,no_response,927.6,
C011,2025-11-01 11:32:00,ULSD,3.0773,3.066,long,balanced,competitor_undercut,accept,114.2,6665.9
C011,2025-11-01 12:04:00,ULSD,3.1717,3.066,long,open,competitor_matched,reject,111.1,
C023,2025-11-01 12:43:00,RBOB,2.54,2.5689,balanced,open,none,accept,118.4,6326.4
C014,2025-11-01 16:18:00,RBOB,2.5736,2.544,long,balanced,competitor_undercut,reject,47.8,
C016,2025-11-02 09:25:00,RBOB,2.4289,2.4507,balanced,open,none,accept,47.3,20236.7
C013,2025-11-02 16:03:00,ULSD,3.0675,3.0332,balanced,balanced,sole_supplier,no_response,1529.9,
C008,2025-11-02 16:11:00,ULSD,3.0254,3.0516,short,open,competitor_undercut,accept,203.2,5549.1
C005,2025-11-02 16:24:00,ULSD,3.1203,3.0516,long,tight,sole_supplier,reject,3.0,
C007,2025-11-03 11:00:00,RBOB,2.4384,2.4393,long,tight,sole_supplier,reject,54.6,
C024,2025-11-03 11:47:00,ULSD,3.0369,3.0502,short,open,sole_supplier,accept,140.9,4983.1
C001,2025-11-03 12:12:00,ULSD,3.0369,3.0502,short,balanced,competitor_undercut,accept,135.9,6710.8
C009,2025-11-03 12:57:00,ULSHO,2.6512,2.6493,long,tight,competitor_undercut,accept,252.4,6368.7
C012,2025-11-04 09:02:00,ULSD,2.9908,3.0032,balanced,open,competitor_matched,accept,79.4,8742.1
C011,2025-11-04 09:19:00,ULSD,3.0121,3.0181,short,open,competitor_matched,accept,119.9,7171.2
C007,2025-11-04 09:49:00,ULSD,3.0461,3.0181,balanced,balanced,competitor_undercut,accept,90.1,7151.3
